candidate_id,source_signal_id,timestamp_jst,active_primary_action,candidate_type,candidate_status,side,entry_mode,entry_price,entry_zone_low,entry_zone_high,stop_loss,tp1,tp2,rr_current_tp1,rr_current_tp2,rr_zone_mid_tp1,rr_zone_mid_tp2,market_entry_status,limit_entry_status,counter_scalp_status,breakout_status,active_subject_label,active_headline,next_condition
20260708_100500:long:counter_scalp,20260708_100500,2026-07-08T19:05:00.822235+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,counter_scalp,conditional,long,conditional,62031.8,61779.83,61923.47,61453.78,62368.88,62812.53,0.58,1.35,1.3,2.42,blocked,allowed,conditional,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"61,780-61,923 へ押し、15分足で反発継続なら候補"
20260708_100500:short:limit_retest,20260708_100500,2026-07-08T19:05:00.822235+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,limit_retest,allowed,short,limit,62179.0,62135.53,62222.47,62548.52,61698.62,61292.15,0.64,1.43,1.3,2.4,blocked,allowed,blocked,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"62,136-62,222 へ戻り、15分足で再失速するなら候補"
20260708_110500:short:market,20260708_110500,2026-07-08T20:05:00.057062+09:00,ACTIVE_MARKET_SMALL,market,allowed,short,market,62149.9,62100.93,62218.07,62511.1,61702.42,61315.66,1.24,2.31,1.3,2.4,allowed,allowed,blocked,blocked,小ロット成行ショート候補,下方向優勢。成行ショート可。戻り売り待ち。,"62,101-62,218 へ戻り、15分足で再失速するなら候補"
20260708_120500:long:counter_scalp,20260708_120500,2026-07-08T21:05:00.728373+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,counter_scalp,conditional,long,conditional,62269.9,62238.12,62313.68,61954.77,62818.22,63046.62,1.74,2.46,1.69,2.4,blocked,allowed,conditional,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"62,238-62,314 へ押し、15分足で反発継続なら候補"
20260708_120500:short:limit_retest,20260708_120500,2026-07-08T21:05:00.728373+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,limit_retest,allowed,short,limit,62903.0,62818.22,62987.78,63271.13,62424.43,62019.48,,0.25,1.3,2.4,blocked,allowed,blocked,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"62,818-62,988 へ戻り、15分足で再失速するなら候補"
20260708_130500:long:counter_scalp,20260708_130500,2026-07-08T22:05:00.945839+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,counter_scalp,conditional,long,conditional,61933.8,61785.26,61918.04,61499.97,62308.83,62695.68,0.86,1.76,1.3,2.4,blocked,allowed,conditional,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"61,785-61,918 へ押し、15分足で反発継続なら候補"
20260708_130500:short:limit_retest,20260708_130500,2026-07-08T22:05:00.945839+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,limit_retest,allowed,short,limit,62159.5,62101.96,62217.04,62502.33,61713.82,61336.71,0.39,1.05,1.3,2.4,blocked,allowed,blocked,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"62,102-62,217 へ戻り、15分足で再失速するなら候補"
20260708_140500:long:counter_scalp,20260708_140500,2026-07-08T23:05:00.142078+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,counter_scalp,conditional,long,conditional,61923.0,61782.83,61920.47,61479.34,62335.65,62745.2,0.93,1.85,1.3,2.4,blocked,allowed,conditional,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"61,783-61,920 へ押し、15分足で反発継続なら候補"
20260708_140500:short:limit_retest,20260708_140500,2026-07-08T23:05:00.142078+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,limit_retest,allowed,short,limit,62159.5,62099.53,62219.47,62522.96,61687.0,61287.19,0.39,1.06,1.3,2.4,blocked,allowed,blocked,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"62,100-62,219 へ戻り、15分足で再失速するなら候補"
20260708_150500:long:counter_scalp,20260708_150500,2026-07-09T00:05:00.256755+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,counter_scalp,conditional,long,conditional,61865.5,61778.95,61924.35,61446.32,62378.58,62828.75,1.22,2.3,1.3,2.41,blocked,allowed,conditional,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"61,779-61,924 へ押し、15分足で反発継続なら候補"
20260708_150500:short:limit_retest,20260708_150500,2026-07-09T00:05:00.256755+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,limit_retest,allowed,short,limit,62159.5,62095.65,62223.35,62555.98,61644.07,61207.94,0.32,0.95,1.3,2.4,blocked,allowed,blocked,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"62,096-62,223 へ戻り、15分足で再失速するなら候補"
20260708_160500:long:counter_scalp,20260708_160500,2026-07-09T01:05:00.286318+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,counter_scalp,conditional,long,conditional,61674.5,61661.76,61749.04,61334.48,62187.59,62595.61,1.51,2.71,1.3,2.4,blocked,allowed,conditional,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"61,662-61,749 へ押し、15分足で反発継続なら候補"
20260708_160500:short:limit_retest,20260708_160500,2026-07-09T01:05:00.286318+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,limit_retest,allowed,short,limit,62159.5,62096.36,62222.64,62549.92,61651.96,61222.49,0.03,0.52,1.3,2.4,blocked,allowed,blocked,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"62,096-62,223 へ戻り、15分足で再失速するなら候補"
20260708_170500:long:counter_scalp,20260708_170500,2026-07-09T02:05:00.353280+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,counter_scalp,conditional,long,conditional,62086.3,61981.86,62068.54,61656.81,62504.11,62909.34,0.97,1.92,1.3,2.4,blocked,allowed,conditional,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"61,982-62,069 へ押し、15分足で反発継続なら候補"
20260708_170500:short:limit_retest,20260708_170500,2026-07-09T02:05:00.353280+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,limit_retest,allowed,short,limit,62159.5,62096.66,62222.34,62547.39,61655.24,61228.56,0.93,1.86,1.3,2.4,blocked,allowed,blocked,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"62,097-62,222 へ戻り、15分足で再失速するなら候補"
20260708_180500:long:counter_scalp,20260708_180500,2026-07-09T03:05:00.258990+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,counter_scalp,conditional,long,conditional,62086.5,61983.23,62067.17,61668.47,62488.95,62881.36,0.96,1.9,1.3,2.4,blocked,allowed,conditional,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"61,983-62,067 へ押し、15分足で反発継続なら候補"
20260708_180500:short:limit_retest,20260708_180500,2026-07-09T03:05:00.258990+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,limit_retest,allowed,short,limit,62159.5,62098.03,62220.97,62535.73,61670.4,61256.54,0.93,1.85,1.3,2.4,blocked,allowed,blocked,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"62,098-62,221 へ戻り、15分足で再失速するなら候補"
20260708_190500:long:counter_scalp,20260708_190500,2026-07-09T04:05:00.525665+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,counter_scalp,conditional,long,conditional,62159.0,61984.5,62065.9,61679.26,62474.92,62855.46,0.66,1.45,1.3,2.4,blocked,allowed,conditional,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"61,984-62,066 へ押し、15分足で反発継続なら候補"
20260708_190500:short:limit_retest,20260708_190500,2026-07-09T04:05:00.525665+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,limit_retest,allowed,short,limit,62159.5,62099.3,62219.7,62524.94,61684.43,61282.44,1.3,2.4,1.3,2.4,blocked,allowed,blocked,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"62,099-62,220 へ戻り、15分足で再失速するなら候補"
20260708_200500:long:counter_scalp,20260708_200500,2026-07-09T05:05:00.061222+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,counter_scalp,conditional,long,conditional,62254.3,62237.76,62314.04,61951.73,62697.32,63053.9,1.46,2.64,1.3,2.4,blocked,allowed,conditional,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"62,238-62,314 へ押し、15分足で反発継続なら候補"
20260708_200500:short:limit_retest,20260708_200500,2026-07-09T05:05:00.061222+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,limit_retest,allowed,short,limit,62362.2,62292.86,62431.54,62717.57,61900.22,61509.32,0.76,1.61,1.3,2.4,blocked,allowed,blocked,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"62,293-62,432 へ戻り、15分足で再失速するなら候補"
20260708_210500:long:counter_scalp,20260708_210500,2026-07-09T06:05:00.354146+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,counter_scalp,conditional,long,conditional,62076.2,61978.52,62078.98,61708.7,62444.82,62837.12,1.0,2.07,1.3,2.53,blocked,allowed,conditional,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"61,979-62,079 へ押し、15分足で反発継続なら候補"
20260708_210500:short:limit_retest,20260708_210500,2026-07-09T06:05:00.354146+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,limit_retest,allowed,short,limit,62159.5,62104.02,62214.98,62484.8,61736.61,61378.78,0.83,1.71,1.3,2.4,blocked,allowed,blocked,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"62,104-62,215 へ戻り、15分足で再失速するなら候補"
20260708_220500:long:counter_scalp,20260708_220500,2026-07-09T07:05:00.437663+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,counter_scalp,conditional,long,conditional,62162.3,61980.17,62077.33,61722.66,62426.66,62838.77,0.6,1.54,1.3,2.65,blocked,allowed,conditional,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"61,980-62,077 へ押し、15分足で反発継続なら候補"
20260708_220500:short:limit_retest,20260708_220500,2026-07-09T07:05:00.437663+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,limit_retest,allowed,short,limit,62159.5,62105.67,62213.33,62470.84,61754.76,61412.29,1.32,2.43,1.3,2.4,blocked,allowed,blocked,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"62,106-62,213 へ戻り、15分足で再失速するなら候補"
20260708_230500:long:counter_scalp,20260708_230500,2026-07-09T08:05:00.753672+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,counter_scalp,conditional,long,conditional,62303.2,62244.23,62307.57,62006.69,62841.43,63194.83,1.82,3.01,2.1,3.41,blocked,allowed,conditional,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"62,244-62,308 へ押し、15分足で反発継続なら候補"
20260708_230500:short:limit_retest,20260708_230500,2026-07-09T08:05:00.753672+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,limit_retest,allowed,short,limit,62340.25,62255.43,62425.07,62662.61,61921.18,61566.59,1.06,2.05,1.3,2.4,blocked,allowed,blocked,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"62,255-62,425 へ戻り、15分足で再失速するなら候補"
20260709_010500:long:counter_scalp,20260709_010500,2026-07-09T10:05:00.871331+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,counter_scalp,conditional,long,conditional,62101.8,61983.49,62074.02,61756.18,62383.1,62880.54,0.81,2.25,1.3,3.13,blocked,allowed,conditional,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"61,983-62,074 へ押し、15分足で反発継続なら候補"
20260709_010500:short:limit_retest,20260709_010500,2026-07-09T10:05:00.871331+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,limit_retest,allowed,short,limit,62159.51,62108.93,62210.09,62437.4,61798.26,61492.58,0.9,1.82,1.3,2.4,blocked,allowed,blocked,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"62,109-62,210 へ戻り、15分足で再失速するなら候補"
20260709_020500:long:counter_scalp,20260709_020500,2026-07-09T11:05:00.881660+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,counter_scalp,conditional,long,conditional,61882.2,61783.51,61970.99,61485.06,62387.09,62818.5,1.27,2.36,1.3,2.4,blocked,allowed,conditional,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"61,784-61,971 へ押し、15分足で反発継続なら候補"
20260709_020500:short:limit_retest,20260709_020500,2026-07-09T11:05:00.881660+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,limit_retest,allowed,short,limit,62159.5,62100.21,62218.79,62517.24,61694.44,61300.93,0.3,0.92,1.3,2.4,blocked,allowed,blocked,armed,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"62,100-62,219 へ戻り、15分足で再失速するなら候補"
20260709_030500:long:counter_scalp,20260709_030500,2026-07-09T12:05:00.310716+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,counter_scalp,conditional,long,conditional,61755.5,61664.98,61745.82,61361.85,62152.02,62529.93,1.01,1.97,1.3,2.4,blocked,allowed,conditional,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"61,665-61,746 へ押し、15分足で反発継続なら候補"
20260709_030500:short:limit_retest,20260709_030500,2026-07-09T12:05:00.310716+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,limit_retest,allowed,short,limit,62138.5,62057.58,62219.42,62522.55,61639.23,61216.77,0.15,0.7,1.3,2.4,blocked,allowed,blocked,watch,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"62,058-62,219 へ戻り、15分足で再失速するなら候補"
20260709_040500:long:limit_retest,20260709_040500,2026-07-09T13:05:00.419249+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,limit_retest,allowed,long,limit,61903.6,61837.67,61969.53,61550.17,62363.06,62751.84,1.06,2.05,1.3,2.4,blocked,allowed,blocked,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"61,838-61,970 へ押し、15分足で反発継続なら候補"
20260709_040500:short:counter_scalp,20260709_040500,2026-07-09T13:05:00.419249+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,counter_scalp,conditional,short,conditional,61944.0,62059.67,62217.33,62504.83,61662.27,61259.3,0.5,1.22,1.3,2.4,blocked,allowed,conditional,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"62,060-62,217 へ戻り、15分足で再失速するなら候補"
20260709_050500:long:limit_retest,20260709_050500,2026-07-09T14:05:00.145843+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,limit_retest,allowed,long,limit,62462.5,62388.04,62536.96,62110.86,62919.64,63384.24,1.61,3.11,1.3,2.62,blocked,allowed,blocked,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"62,388-62,537 へ押し、15分足で反発継続なら候補"
20260709_050500:short:counter_scalp,20260709_050500,2026-07-09T14:05:00.145843+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,counter_scalp,conditional,short,conditional,62420.6,62250.14,62430.36,62707.54,61862.77,61458.74,1.94,3.35,1.3,2.4,blocked,allowed,conditional,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"62,250-62,430 へ戻り、15分足で再失速するなら候補"
20260709_060500:long:limit_retest,20260709_060500,2026-07-09T15:05:00.815165+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,limit_retest,allowed,long,limit,62611.55,62540.37,62682.73,62243.16,63090.46,63495.69,1.63,2.88,1.3,2.4,blocked,allowed,blocked,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"62,540-62,683 へ押し、15分足で反発継続なら候補"
20260709_060500:short:counter_scalp,20260709_060500,2026-07-09T15:05:00.815165+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,counter_scalp,conditional,short,conditional,62565.8,62558.37,62660.13,62957.34,62156.73,61773.83,1.04,2.02,1.3,2.4,blocked,allowed,conditional,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"62,558-62,660 へ戻り、15分足で再失速するなら候補"
20260709_070500:long:limit_retest,20260709_070500,2026-07-09T16:05:00.864203+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,limit_retest,allowed,long,limit,62754.9,62713.79,62796.01,62405.45,63209.19,63593.59,0.52,1.25,1.3,2.4,blocked,allowed,blocked,armed,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"62,714-62,796 へ押し、15分足で反発継続なら候補"
20260709_070500:short:counter_scalp,20260709_070500,2026-07-09T16:05:00.864203+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,counter_scalp,conditional,short,conditional,62934.0,62870.89,62991.11,63299.45,62452.01,62046.71,1.32,2.43,1.3,2.4,blocked,allowed,conditional,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"62,871-62,991 へ戻り、15分足で再失速するなら候補"
20260709_080500:long:counter_scalp,20260709_080500,2026-07-09T17:05:00.716200+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,counter_scalp,conditional,long,conditional,62973.6,62709.52,62800.28,62369.2,63256.3,63680.57,0.47,1.17,1.3,2.4,blocked,allowed,conditional,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"62,710-62,800 へ押し、15分足で反発継続なら候補"
20260709_080500:short:limit_retest,20260709_080500,2026-07-09T17:05:00.716200+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,limit_retest,allowed,short,limit,62931.0,62866.62,62995.38,63335.7,62404.9,61959.73,1.57,2.8,1.3,2.4,blocked,allowed,blocked,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"62,867-62,995 へ戻り、15分足で再失速するなら候補"
20260709_090500:long:counter_scalp,20260709_090500,2026-07-09T18:05:00.616061+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,counter_scalp,conditional,long,conditional,62873.7,62713.97,62815.43,62407.03,63229.67,63623.11,0.76,1.61,1.3,2.4,blocked,allowed,conditional,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"62,714-62,815 へ押し、15分足で反発継続なら候補"
20260709_090500:short:limit_retest,20260709_090500,2026-07-09T18:05:00.616061+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,limit_retest,allowed,short,limit,62931.0,62871.07,62990.93,63297.87,62454.07,62050.51,0.99,1.94,1.3,2.4,blocked,allowed,blocked,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"62,871-62,991 へ戻り、15分足で再失速するなら候補"
20260709_100500:long:counter_scalp,20260709_100500,2026-07-09T19:05:00.417174+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,counter_scalp,conditional,long,conditional,62924.3,62716.2,62813.2,62425.97,63205.05,63577.66,0.56,1.31,1.3,2.4,blocked,allowed,conditional,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"62,716-62,813 へ押し、15分足で反発継続なら候補"
20260709_100500:short:limit_retest,20260709_100500,2026-07-09T19:05:00.417174+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,limit_retest,allowed,short,limit,62931.0,62873.3,62988.7,63278.93,62478.69,62095.96,1.26,2.34,1.3,2.4,blocked,allowed,blocked,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"62,873-62,989 へ戻り、15分足で再失速するなら候補"
20260709_110500:long:limit_retest,20260709_110500,2026-07-09T20:05:00.902798+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,limit_retest,allowed,long,limit,62764.7,62718.07,62811.33,62441.85,63184.41,63539.54,1.35,2.48,1.3,2.4,blocked,allowed,blocked,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"62,718-62,811 へ押し、15分足で反発継続なら候補"
20260709_110500:short:counter_scalp,20260709_110500,2026-07-09T20:05:00.902798+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,counter_scalp,conditional,short,conditional,62757.2,62875.17,62986.83,63263.05,62499.33,62134.08,0.51,1.23,1.3,2.4,blocked,allowed,conditional,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"62,875-62,987 へ戻り、15分足で再失速するなら候補"
20260709_120500:long:limit_retest,20260709_120500,2026-07-09T21:05:00.163842+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,limit_retest,allowed,long,limit,62764.7,62720.39,62809.01,62461.57,63158.77,63492.21,1.37,2.5,1.3,2.4,blocked,allowed,blocked,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"62,720-62,809 へ押し、15分足で反発継続なら候補"
20260709_120500:short:counter_scalp,20260709_120500,2026-07-09T21:05:00.163842+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,counter_scalp,conditional,short,conditional,62756.0,62877.49,62984.51,63243.33,62524.97,62181.41,0.47,1.18,1.3,2.4,blocked,allowed,conditional,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"62,877-62,985 へ戻り、15分足で再失速するなら候補"
20260709_130500:long:counter_scalp,20260709_130500,2026-07-09T22:05:00.452154+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,counter_scalp,conditional,long,conditional,62583.3,62540.71,62682.39,62246.04,63086.71,63488.77,1.49,2.68,1.3,2.4,blocked,allowed,conditional,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"62,541-62,682 へ押し、15分足で反発継続なら候補"
20260709_130500:short:limit_retest,20260709_130500,2026-07-09T22:05:00.452154+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,limit_retest,allowed,short,limit,62609.25,62558.71,62659.79,62954.46,62160.48,61780.75,1.14,2.16,1.3,2.4,blocked,allowed,blocked,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"62,559-62,660 へ戻り、15分足で再失速するなら候補"
20260709_140501:long:counter_scalp,20260709_140501,2026-07-09T23:05:01.040790+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,counter_scalp,conditional,long,conditional,63000.0,62595.8,62821.8,62241.05,63316.88,63831.41,0.42,1.1,1.3,2.4,blocked,allowed,conditional,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"62,596-62,822 へ押し、15分足で反発継続なら候補"
20260709_140501:short:limit_retest,20260709_140501,2026-07-09T23:05:01.040790+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,limit_retest,allowed,short,limit,62989.75,62864.7,63114.8,63469.55,62366.0,61838.22,1.35,2.47,1.3,2.4,blocked,allowed,blocked,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"62,865-63,115 へ戻り、15分足で再失速するなら候補"
20260709_150500:long:limit_retest,20260709_150500,2026-07-10T00:05:00.867157+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,limit_retest,allowed,long,limit,62764.7,62706.44,62822.96,62343.03,63312.88,63776.72,0.52,1.24,1.3,2.4,blocked,allowed,blocked,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"62,706-62,823 へ押し、15分足で反発継続なら候補"
20260709_150500:short:counter_scalp,20260709_150500,2026-07-10T00:05:00.867157+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,counter_scalp,conditional,short,conditional,62982.4,62863.54,63115.96,63479.37,62353.24,61814.65,1.27,2.35,1.3,2.4,blocked,allowed,conditional,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"62,864-63,116 へ戻り、15分足で再失速するなら候補"
20260709_170500:long:counter_scalp,20260709_170500,2026-07-10T02:05:00.173054+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,counter_scalp,conditional,long,conditional,62670.7,62585.8,62689.4,62238.55,63156.37,63595.33,1.12,2.14,1.3,2.4,blocked,allowed,conditional,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"62,586-62,689 へ押し、15分足で反発継続なら候補"
